category,email,item_id,item_name,item_type,Sum of line_amount_cad,Sum of quantity,Sum of time_spent_min,Sum of total_bill_amount,Year,Quarter,Month,Day,transaction_id,Sum of unit_price_cad
Air Hockey,david.chen436@icloud.com,E007,Air Hockey 30 mins,entertainment,18,2,252,225.44,2025,Qtr 3,August,6,T003421,18
Air Hockey,david.chen436@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,143,66.93,2025,Qtr 3,August,27,T003736,9
Air Hockey,david.chen436@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,145,102.24,2025,Qtr 3,September,1,T003821,9
Air Hockey,david.kim222@gmail.com,E007,Air Hockey 30 mins,entertainment,18,2,64,23.98,2025,Qtr 1,January,12,T000952,9
Air Hockey,david.white374@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,111,85.8,2025,Qtr 1,March,20,T001606,9
Air Hockey,david.white374@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,96,115.41,2025,Qtr 2,April,17,T001929,9
Air Hockey,david.wilson132@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,150,113.71,2025,Qtr 3,August,16,T003570,9
Air Hockey,david.wilson132@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,131,135.44,2025,Qtr 4,October,17,T004367,9
Air Hockey,elijah.gonzalez127@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,96,40.96,2025,Qtr 3,July,21,T003169,9
Air Hockey,elijah.khan272@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,120,60.97,2024,Qtr 4,December,16,T000638,9
Air Hockey,elijah.khan272@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,109,147.75,2025,Qtr 2,June,21,T002747,9
Air Hockey,elijah.lam319@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,117,78.97,2025,Qtr 4,October,5,T004244,9
Air Hockey,elijah.martin454@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,118,60.05,2024,Qtr 4,November,23,T000292,9
Air Hockey,elijah.martin454@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,76,164.94,2025,Qtr 1,March,26,T001679,9
Air Hockey,elijah.nowak196@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,146,304.6,2024,Qtr 4,December,4,T000458,9
Air Hockey,elijah.nowak196@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,60,227.62,2025,Qtr 1,February,4,T001160,9
Air Hockey,elijah.nowak196@yahoo.com,E007,Air Hockey 30 mins,entertainment,18,2,250,329.92,2025,Qtr 2,June,6,T002529,18
Air Hockey,elijah.wang23@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,60,84.45,2025,Qtr 3,July,23,T003213,9
Air Hockey,elijah.wang23@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,100,126.92,2025,Qtr 4,October,6,T004254,9
Air Hockey,ella.chen256@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,89,266.4,2024,Qtr 4,December,25,T000766,9
Air Hockey,ella.chen256@outlook.com,E007,Air Hockey 30 mins,entertainment,18,2,292,47.96,2025,Qtr 2,May,18,T002310,18
Air Hockey,ella.chen256@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,97,100.92,2025,Qtr 4,October,22,T004421,9
Air Hockey,ella.huang367@outlook.com,E007,Air Hockey 30 mins,entertainment,18,2,238,408.52,2024,Qtr 4,December,17,T000659,18
Air Hockey,ella.huang367@outlook.com,E007,Air Hockey 30 mins,entertainment,18,2,358,153.5,2025,Qtr 3,July,18,T003121,18
Air Hockey,ella.khan39@hotmail.com,E007,Air Hockey 30 mins,entertainment,27,3,320,66.96,2024,Qtr 4,December,13,T000588,18
Air Hockey,ella.khan39@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,167,224.35,2025,Qtr 2,May,5,T002147,9
Air Hockey,ella.khan39@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,86,137.78,2025,Qtr 2,May,14,T002260,9
Air Hockey,ella.khan39@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,84,13.99,2025,Qtr 3,August,12,T003512,9
Air Hockey,ella.lin358@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,97,72.46,2024,Qtr 4,November,7,T000115,9
Air Hockey,ella.lin358@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,133,102.97,2025,Qtr 1,January,4,T000891,9
Air Hockey,ella.lin358@yahoo.com,E007,Air Hockey 30 mins,entertainment,18,2,230,332.86,2025,Qtr 3,July,1,T002905,18
Air Hockey,ella.lin358@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,130,83.96,2025,Qtr 3,July,4,T002949,9
Air Hockey,ella.tremblay402@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,73,71.27,2025,Qtr 1,March,8,T001459,9
Air Hockey,ella.tremblay402@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,143,176.16,2025,Qtr 2,April,6,T001812,9
Air Hockey,ella.tremblay402@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,115,127.33,2025,Qtr 3,August,14,T003539,9
Air Hockey,emily.gonzalez448@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,72,82.24,2025,Qtr 3,August,15,T003546,9
Air Hockey,emily.huang297@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,165,39.47,2025,Qtr 1,March,29,T001708,9
Air Hockey,emily.huang297@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,121,240.38,2025,Qtr 3,September,22,T004068,9
Air Hockey,emily.kowalski78@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,138,33.95,2025,Qtr 1,January,5,T000906,9
Air Hockey,emily.kowalski78@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,105,59.45,2025,Qtr 2,April,11,T001861,9
Air Hockey,emily.kowalski78@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,99,29.07,2025,Qtr 2,June,3,T002494,9
Air Hockey,emily.kowalski78@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,60,67.95,2025,Qtr 3,September,5,T003871,9
Air Hockey,emily.lee345@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,147,97.43,2025,Qtr 3,August,19,T003604,9
Air Hockey,emily.nowak125@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,80,133.18,2024,Qtr 4,November,4,T000077,9
Air Hockey,emily.nowak125@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,64,52.96,2024,Qtr 4,December,4,T000441,9
Air Hockey,emily.nowak125@icloud.com,E007,Air Hockey 30 mins,entertainment,27,3,262,241.88,2025,Qtr 2,April,30,T002091,18
Air Hockey,emily.nowak125@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,70,102.9,2025,Qtr 3,September,6,T003903,9
Air Hockey,emily.nowak125@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,78,70.96,2025,Qtr 4,October,23,T004430,9
Air Hockey,emma.anderson437@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,30,90.22,2025,Qtr 1,March,15,T001547,9
Air Hockey,emma.anderson437@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,79,37.98,2025,Qtr 2,May,18,T002309,9
Air Hockey,emma.anderson437@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,127,216.43,2025,Qtr 2,June,8,T002567,9
Air Hockey,emma.chan169@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,80,52.47,2024,Qtr 4,December,9,T000522,9
Air Hockey,emma.chan169@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,44,209.97,2024,Qtr 4,December,29,T000828,9
Air Hockey,emma.kowalski259@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,150,91.42,2025,Qtr 3,August,27,T003728,9
Air Hockey,emma.lau355@hotmail.com,E007,Air Hockey 30 mins,entertainment,18,2,110,318.94,2024,Qtr 4,December,12,T000574,18
Air Hockey,emma.lau355@hotmail.com,E007,Air Hockey 30 mins,entertainment,18,2,140,324.86,2025,Qtr 2,May,13,T002246,18
Air Hockey,emma.lau355@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,124,175.67,2025,Qtr 3,July,10,T003024,9
Air Hockey,emma.lin332@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,64,56.97,2025,Qtr 1,March,29,T001703,9
Air Hockey,emma.liu55@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,53,15.98,2024,Qtr 4,November,7,T000106,9
Air Hockey,emma.liu55@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,79,28.98,2024,Qtr 4,December,15,T000610,9
Air Hockey,emma.liu55@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,128,78.46,2025,Qtr 1,January,29,T001102,9
Air Hockey,emma.singh275@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,102,190.99,2025,Qtr 2,May,20,T002332,9
Air Hockey,emma.singh275@gmail.com,E007,Air Hockey 30 mins,entertainment,18,2,252,137.9,2025,Qtr 4,October,24,T004431,18
Air Hockey,emma.singh96@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,76,79.95,2025,Qtr 2,May,26,T002397,9
Air Hockey,emma.singh96@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,49,14.98,2025,Qtr 3,July,20,T003155,9
Air Hockey,emma.singh96@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,110,101.91,2025,Qtr 3,July,28,T003287,9
Air Hockey,emma.singh96@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,151,58.05,2025,Qtr 4,October,9,T004289,9
Air Hockey,emma.su325@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,165,168.43,2024,Qtr 4,December,15,T000630,9
Air Hockey,emma.tremblay451@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,97,17.49,2025,Qtr 3,September,16,T004004,9
Air Hockey,emma.wilson303@outlook.com,E007,Air Hockey 30 mins,entertainment,18,2,102,251.8,2025,Qtr 1,February,26,T001365,18
Air Hockey,emma.wilson303@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,73,154.72,2025,Qtr 2,May,31,T002450,9
Air Hockey,emma.wilson303@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,122,21.98,2025,Qtr 2,June,17,T002694,9
Air Hockey,emma.zhang369@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,80,173.66,2024,Qtr 4,December,22,T000725,9
Air Hockey,ethan.anderson232@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,130,135.91,2024,Qtr 4,December,29,T000822,9
Air Hockey,ethan.johnson122@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,179,38.99,2025,Qtr 1,March,29,T001700,9
Air Hockey,ethan.johnson122@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,88,59.95,2025,Qtr 2,June,23,T002792,9
Air Hockey,ethan.lam179@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,129,48.46,2025,Qtr 2,April,23,T001993,9
Air Hockey,ethan.lam84@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,134,127.95,2025,Qtr 2,June,8,T002546,9
Air Hockey,ethan.lopez167@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,176,159,2024,Qtr 4,November,29,T000362,9
Air Hockey,ethan.lopez167@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,80,48.97,2025,Qtr 2,April,6,T001813,9
Air Hockey,ethan.macdonald77@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,211,104.04,2025,Qtr 1,February,2,T001136,9
Air Hockey,evelyn.chen447@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,53,50.45,2025,Qtr 2,April,4,T001775,9
Air Hockey,evelyn.lee148@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,121,73.45,2025,Qtr 3,August,11,T003491,9
Air Hockey,evelyn.lee148@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,123,152.43,2025,Qtr 3,August,24,T003679,9
Air Hockey,evelyn.lee148@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,115,92.48,2025,Qtr 3,September,30,T004177,9
Air Hockey,evelyn.martinez130@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,164,101.94,2025,Qtr 4,October,14,T004342,9
Air Hockey,evelyn.nguyen65@outlook.com,E007,Air Hockey 30 mins,entertainment,27,3,414,534.54,2024,Qtr 4,December,18,T000669,27
Air Hockey,evelyn.nguyen65@outlook.com,E007,Air Hockey 30 mins,entertainment,18,2,148,106.94,2025,Qtr 2,May,13,T002244,18
Air Hockey,evelyn.white385@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,81,70.46,2025,Qtr 1,January,5,T000909,9
Air Hockey,evelyn.white385@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,116,190.43,2025,Qtr 1,January,10,T000939,9
Air Hockey,evelyn.white385@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,103,113.92,2025,Qtr 1,March,24,T001656,9
Air Hockey,evelyn.white385@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,97,192.9,2025,Qtr 2,May,5,T002156,9
Air Hockey,evelyn.white385@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,55,50.48,2025,Qtr 4,October,18,T004376,9
Air Hockey,grace.lee499@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,154,132.88,2024,Qtr 4,October,28,T000010,9
Air Hockey,grace.lee499@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,127,101.95,2025,Qtr 2,April,20,T001968,9
Air Hockey,grace.lee499@hotmail.com,E007,Air Hockey 30 mins,entertainment,18,2,230,266.86,2025,Qtr 2,May,29,T002432,18
Air Hockey,grace.lopez418@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,141,216.42,2025,Qtr 1,February,18,T001294,9
Air Hockey,grace.lopez418@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,116,21.48,2025,Qtr 3,August,25,T003691,9
Air Hockey,grace.nguyen312@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,124,58.46,2024,Qtr 4,November,13,T000194,9
Air Hockey,grace.nguyen312@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,147,236.37,2025,Qtr 1,January,28,T001097,9
Air Hockey,grace.nguyen312@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,106,257.7,2025,Qtr 1,March,1,T001386,9
Air Hockey,grace.nguyen312@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,132,260.47,2025,Qtr 3,September,14,T003980,9
Air Hockey,grace.su191@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,101,57.45,2025,Qtr 1,March,12,T001506,9
Air Hockey,grace.su191@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,191,134.95,2025,Qtr 4,October,1,T004184,9
Air Hockey,grace.su191@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,122,36.98,2025,Qtr 4,October,23,T004426,9
Air Hockey,grace.su408@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,79,120.27,2025,Qtr 1,January,12,T000956,9
Air Hockey,grace.su408@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,80,119.73,2025,Qtr 2,June,24,T002798,9
Air Hockey,grace.wang393@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,42,63.94,2024,Qtr 4,October,29,T000019,9
Air Hockey,grace.wang393@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,147,159.3,2025,Qtr 1,March,18,T001586,9
Air Hockey,grace.wang393@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,152,64.96,2025,Qtr 3,August,31,T003813,9
Air Hockey,hannah.lin411@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,90,26.48,2025,Qtr 2,April,24,T002005,9
Air Hockey,hannah.lopez293@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,93,65.47,2024,Qtr 4,December,14,T000592,9
Air Hockey,hannah.lopez293@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,57,35.98,2024,Qtr 4,December,30,T000851,9
Air Hockey,hannah.nowak22@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,30,43.05,2024,Qtr 4,October,29,T000018,9
Air Hockey,hannah.nowak22@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,89,60.44,2025,Qtr 1,March,7,T001451,9
Air Hockey,hannah.rodriguez220@icloud.com,E007,Air Hockey 30 mins,entertainment,9,1,108,59.97,2024,Qtr 4,December,12,T000576,9
Air Hockey,hannah.rodriguez220@icloud.com,E007,Air Hockey 30 mins,entertainment,27,3,204,284.8,2025,Qtr 3,July,19,T003146,18
Air Hockey,harper.chen291@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,140,55.95,2024,Qtr 4,November,18,T000241,9
Air Hockey,harper.chen291@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,138,51.47,2025,Qtr 2,May,18,T002316,9
Air Hockey,harper.ivanov327@hotmail.com,E007,Air Hockey 30 mins,entertainment,18,2,260,222.84,2025,Qtr 1,February,28,T001378,18
Air Hockey,harper.martinez292@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,97,151.91,2025,Qtr 2,June,8,T002563,9
Air Hockey,harper.martinez292@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,114,103,2025,Qtr 2,June,14,T002643,9
Air Hockey,harper.martinez292@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,101,43.97,2025,Qtr 2,June,28,T002855,9
Air Hockey,harper.martinez292@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,71,92.43,2025,Qtr 4,October,7,T004267,9
Air Hockey,harper.nguyen486@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,121,176.17,2024,Qtr 4,October,29,T000013,9
Air Hockey,harper.nguyen486@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,72,108.9,2025,Qtr 1,March,20,T001608,9
Air Hockey,harper.nguyen486@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,95,43.56,2025,Qtr 2,June,1,T002462,9
Air Hockey,harper.nguyen486@yahoo.com,E007,Air Hockey 30 mins,entertainment,18,2,84,547.72,2025,Qtr 3,August,3,T003384,18
Air Hockey,harper.nguyen486@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,111,131.46,2025,Qtr 4,October,19,T004385,9
Air Hockey,harper.tremblay30@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,64,155.95,2025,Qtr 3,July,22,T003196,9
Air Hockey,henry.brown105@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,57,83.45,2024,Qtr 4,December,3,T000429,9
Air Hockey,henry.brown105@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,85,80.51,2024,Qtr 4,December,16,T000645,9
Air Hockey,henry.brown105@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,98,149.18,2025,Qtr 1,February,28,T001376,9
Air Hockey,henry.brown105@yahoo.com,E007,Air Hockey 30 mins,entertainment,27,3,172,549.3,2025,Qtr 2,June,14,T002653,18
Air Hockey,henry.chow299@outlook.com,E007,Air Hockey 30 mins,entertainment,18,2,122,100.45,2025,Qtr 3,September,27,T004130,9
Air Hockey,henry.kowalski314@yahoo.com,E007,Air Hockey 30 mins,entertainment,18,2,74,443.32,2025,Qtr 3,August,10,T003467,18
Air Hockey,henry.kowalski314@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,62,74.55,2025,Qtr 4,October,15,T004352,9
Air Hockey,henry.lam334@gmail.com,E007,Air Hockey 30 mins,entertainment,18,2,384,240.04,2025,Qtr 3,August,7,T003431,18
Air Hockey,henry.lam334@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,136,40.96,2025,Qtr 4,October,25,T004446,9
Air Hockey,henry.lin68@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,126,106.23,2025,Qtr 1,February,24,T001345,9
Air Hockey,henry.martin143@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,136,55.55,2025,Qtr 1,January,1,T000871,9
Air Hockey,henry.martin143@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,118,192.43,2025,Qtr 3,July,26,T003254,9
Air Hockey,henry.martin143@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,96,82.74,2025,Qtr 3,September,14,T003977,9
Air Hockey,henry.martin143@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,99,237.49,2025,Qtr 4,October,27,T004483,9
Air Hockey,henry.park477@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,86,81.72,2025,Qtr 1,February,1,T001131,9
Air Hockey,henry.park477@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,87,144.91,2025,Qtr 1,March,26,T001672,9
Air Hockey,henry.park477@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,116,116.43,2025,Qtr 2,April,5,T001786,9
Air Hockey,henry.park477@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,57,54.46,2025,Qtr 2,June,28,T002858,9
Air Hockey,henry.park477@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,70,218.88,2025,Qtr 4,October,25,T004451,9
Air Hockey,henry.roy106@hotmail.com,E007,Air Hockey 30 mins,entertainment,18,2,178,356.8,2024,Qtr 4,November,15,T000208,18
Air Hockey,henry.roy106@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,97,71.26,2024,Qtr 4,November,22,T000286,9
Air Hockey,henry.singh421@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,100,34.98,2025,Qtr 3,July,31,T003327,9
Air Hockey,henry.smith288@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,118,202.48,2024,Qtr 4,December,30,T000844,9
Air Hockey,henry.smith288@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,122,96.48,2025,Qtr 3,July,31,T003329,9
Air Hockey,henry.smith288@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,153,53.98,2025,Qtr 3,August,9,T003459,9
Air Hockey,henry.white239@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,83,121.44,2024,Qtr 4,December,1,T000391,9
Air Hockey,henry.white239@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,110,81.94,2025,Qtr 3,July,25,T003237,9
Air Hockey,henry.white239@outlook.com,E007,Air Hockey 30 mins,entertainment,18,2,127,122.43,2025,Qtr 3,July,28,T003297,9
Air Hockey,henry.zhang139@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,111,35.97,2024,Qtr 4,December,2,T000418,9
Air Hockey,henry.zhang139@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,111,113.68,2025,Qtr 2,April,27,T002040,9
Air Hockey,henry.zhang139@gmail.com,E007,Air Hockey 30 mins,entertainment,18,2,202,251.58,2025,Qtr 4,October,25,T004454,18
Air Hockey,isabella.gonzalez414@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,102,145.37,2024,Qtr 4,December,15,T000631,9
Air Hockey,isabella.gonzalez414@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,139,142.39,2025,Qtr 2,June,21,T002748,9
Air Hockey,isabella.park487@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,132,52.47,2025,Qtr 2,April,4,T001778,9
Air Hockey,isabella.park487@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,91,312.35,2025,Qtr 3,August,5,T003407,9
Air Hockey,isabella.park487@yahoo.com,E007,Air Hockey 30 mins,entertainment,27,3,165,443.73,2025,Qtr 3,September,7,T003919,27
Air Hockey,isabella.park487@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,103,69.96,2025,Qtr 4,October,14,T004347,9
Air Hockey,isabella.tremblay7@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,140,126.17,2025,Qtr 1,March,16,T001561,9
Air Hockey,isabella.white72@outlook.com,E007,Air Hockey 30 mins,entertainment,18,2,312,218.88,2024,Qtr 4,December,3,T000435,18
Air Hockey,isabella.white72@outlook.com,E007,Air Hockey 30 mins,entertainment,9,1,104,156.94,2024,Qtr 4,December,27,T000785,9
Air Hockey,jack.anderson427@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,118,140.91,2025,Qtr 2,April,28,T002061,9
Air Hockey,jack.anderson427@hotmail.com,E007,Air Hockey 30 mins,entertainment,9,1,132,116.13,2025,Qtr 2,April,29,T002077,9
Air Hockey,jack.anderson427@hotmail.com,E007,Air Hockey 30 mins,entertainment,18,2,188,355.84,2025,Qtr 3,July,26,T003253,18
Air Hockey,jack.brown341@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,81,139.79,2025,Qtr 1,January,25,T001072,9
Air Hockey,jack.brown341@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,50,63.95,2025,Qtr 2,April,21,T001980,9
Air Hockey,jack.brown341@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,112,119.92,2025,Qtr 3,August,29,T003767,9
Air Hockey,jack.brown341@yahoo.com,E007,Air Hockey 30 mins,entertainment,9,1,106,83.95,2025,Qtr 3,September,23,T004082,9
Air Hockey,jack.garcia224@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,107,192.11,2025,Qtr 3,August,27,T003726,9
Air Hockey,jack.garcia224@gmail.com,E007,Air Hockey 30 mins,entertainment,9,1,117,51.44,2025,Qtr 3,September,5,T003880,9
